fund_code,benchmark_group,fund_name,ann_return_pct,ann_vol_pct,sharpe,ann_excess_return_pct,tracking_error_pct,information_ratio,max_drawdown_pct
004194.OF,SH1000,招商中证1000指数增强A,35.55544972350625,20.728938291216693,1.7152566727728586,0.11860804350624868,4.371754899842704,0.027130533669789268,-12.297555791710941
004195.OF,SH1000,招商中证1000指数增强C,35.15395755882206,20.725385784859036,1.6961786826908591,-0.28288412117794226,4.376577558632706,-0.06463592096522074,-12.321366329731612
016942.OF,SH1000,工银瑞信中证1000指数增强A,34.133073759085384,19.560637616713738,1.7449877876128188,-1.3037679209146142,6.249980443728356,-0.20860352006747496,-13.841088401565502
016943.OF,SH1000,工银瑞信中证1000指数增强C,33.72915867404548,19.55610110867829,1.7247384070374692,-1.707683005954521,6.262041191276711,-0.2727038921962691,-13.870906919741053
006165.OF,SH1000,建信中证1000指数增强A,32.95659700599659,16.053034177974627,2.0529824231741993,-2.480244674003409,6.383060926979259,-0.38856666141477175,-9.477401609562298
006166.OF,SH1000,建信中证1000指数增强C,32.5501626041217,16.007139999279445,2.0334777234151096,-2.8866790758782983,6.421259356311112,-0.4495503009142803,-9.47783045175682
005313.OF,SH1000,万家中证1000指数增强A,29.858005564596567,14.294170174569294,2.0888239890775075,-5.578836115403429,7.804917599003634,-0.7147847552055663,-8.387920734973008
005314.OF,SH1000,万家中证1000指数增强C,29.87171868088392,14.418098130187998,2.07182101350384,-5.565122999116078,7.698247042731925,-0.7229078215111616,-8.47807757166947
015784.OF,SH1000,中信建投中证1000A,28.309134511435865,17.31077567531264,1.6353475455064834,-7.127707168564139,6.821058817109114,-1.044956121868626,-12.231330278190152
019918.OF,SH2000,招商中证2000指数增强A,39.496675698029726,21.064168620228024,1.875064542547427,10.287421818029724,5.050007050829394,2.037110387071669,-13.349439703916936
019919.OF,SH2000,招商中证2000指数增强C,39.20219065027756,21.064250093824448,1.8610769657435247,9.992936770277556,5.056851724692375,1.9761182083869502,-13.367822038282458
159552.OF,SH2000,招商中证2000增强策略ETF,34.95376365671022,21.539102798944423,1.6228049971711551,5.744509776710221,5.365550678174228,1.0706281836228868,-14.261348727368148
018653.OF,CN2000,万家国证2000指数增强A,44.119007944147135,20.995952166596716,2.101310176079454,10.131276724147135,4.485417845266803,2.2587141429506,-12.664971546192023
019318.OF,CN2000,汇添富国证2000指数增强A,44.2918264533254,21.072345734735627,2.1018934963806526,10.304095233325402,4.899809800753134,2.102958207018891,-13.861141331223429
019319.OF,CN2000,汇添富国证2000指数增强C,43.890674052061385,21.0712038424451,2.0829694582352025,9.902942832061385,4.899740756615226,2.0211156720263714,-13.885006987422639
